replicate	mu	alpha	n0	g	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_000	0.000659862542012803	0.8070911026277838	6.082165444687756	3.1260164912290476	6.535351055122428	0.40883410437271017	0.020623754375273955	0.34234588695345686	0.22819625429855916	1.217400001385294
sim_001	0.000686327594077705	0.6345757993153555	3.6230296308633863	0.4288660326710866	1.94531637059113	0.291915921186765	0.31894313501260096	0.383589771625817	0.0055511721748171	3.6860749544237636
sim_004	0.0008303796647578258	2.424256587874959	3.043190838777806	1.0678654181719205	1.9586564505297663	0.8326224528256586	0.04493041939924005	0.04120808154280613	0.08123904623229516	1.4853646572160375
sim_006	0.0007408749516418955	0.5665534370472645	2.7302814962045563	0.42402206065676284	8.632332626187992	0.17389642901471486	0.25388203516182056	0.3134295771161683	0.25879195870729627	2.304042690795573
sim_010	8.031386527645158e-05	2.216251189039613	2.620774626102649	0.18929288730928384	1.726278277879746	0.1948066036730311	0.5060776361804622	0.03894062960546153	0.2601751305410451	2.2949760075669365
sim_011	0.0004280498840272269	0.3794811134045967	2.045498456437984	0.620875803219715	32.63888226205242	0.1549912005521712	0.4639082122687315	0.10429451342209599	0.2768060737570013	2.7677758592680917
sim_012	0.00011346627248676934	0.370296272037261	2.427875119190443	4.110168037665116	0.5670292496540571	0.10889805060947431	0.0076492669939068015	0.18777344487410533	0.6956792375225135	1.0397710379813407
sim_014	0.0029710527123341774	0.8845773290400573	1.6798168363556933	1.5598304616075895	0.6608837472592041	0.08769880315869215	0.8149428606833656	0.01809109845539906	0.07926723770254321	1.2393569776960687
sim_015	0.0005926864442294137	0.6574166566962472	3.744145837792038	0.03194383601186386	0.23824568869929252	0.1614055321261604	0.34009691940238895	0.16183774721436553	0.3366598012570851	7.15044041349166
sim_017	6.890656131333118e-05	3.847510225004497	2.4353258291179753	2.1143967015539866	9.784729954760405	0.040109708103785544	0.5544974784990123	0.37624166815073784	0.02915114524646429	1.2054796386413957
sim_018	0.000886749391320339	0.7526536657316728	3.8922066915678286	0.30849533613008767	1.4540792629148425	0.07691831584261828	0.2834463025909313	0.28426305681789893	0.3553723247485514	3.280161273505414
sim_019	0.0012033292518949725	2.711559458998517	3.610856160115293	0.11872311931105413	1.6195112137508407	0.3877751718328545	0.1566032382929319	0.4268307643411541	0.028790825533059446	4.967338697140089
sim_020	0.0005512360703961387	1.2482644198930326	3.3322796503443746	1.4802712000204719	25.12503417913382	0.14118638264519062	0.01586215860623628	0.05962787707759684	0.7833235816709762	1.7107999286549005
sim_022	0.00026093876203850527	0.2496268196016709	2.0746443626252624	0.29353618716107777	3.617852427057124	0.4821185292783213	0.05268899892542459	0.17993519671462688	0.2852572750816273	2.931386652710432
