replicate	mu	n0	g	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_000	0.0006598625420128029	6.082165444687756	1.7553196160424622	6.535351055122428	0.40883410437271017	0.020623754375273955	0.34234588695345686	0.22819625429855916	2.154861368622876
sim_001	0.0006863275940777049	3.6230296308633863	0.6297375485220017	1.94531637059113	0.291915921186765	0.31894313501260096	0.383589771625817	0.0055511721748171	2.2061334500005207
sim_002	0.0007948137652525176	2.7191118762535216	0.08612516863406519	1.311147728075357	0.4284929267835539	0.12798548429885687	0.05201616272778321	0.39150542618980616	4.297865062234847
sim_003	0.00248723852808002	3.0294198240677583	1.336857827154483	3.3538982504516786	0.2837560436892737	0.03068710217838506	0.46685188560246305	0.2187049685298781	1.8178269492531793
sim_004	0.0008303796647578257	3.043190838777806	0.5384877653629568	1.9586564505297663	0.8326224528256586	0.04493041939924005	0.04120808154280613	0.08123904623229516	3.319461433941902
sim_005	0.0013045315342536167	2.999169169474072	1.8118203001624593	15.697523061468198	0.06730289714625723	0.6599129221659387	0.23924986769054943	0.03353431299725472	1.9687978197051494
sim_006	0.0007408749516418953	2.7302814962045563	2.632034171392631	8.632332626187992	0.17389642901471486	0.25388203516182056	0.3134295771161683	0.25879195870729627	1.1536275663662894
sim_007	0.0020348266933245145	2.9787555260804446	0.5361103510304094	20.455757233942876	0.09883354071312367	0.46550563591121497	0.12095853134087947	0.3147022920347819	2.1238639278711395
sim_008	0.002026381597446461	4.443255620676985	1.0022465564899157	0.2570603806302156	0.2906824795957074	0.028770683997691428	0.6535773520620629	0.026969484344538212	1.8175428391550008
sim_010	8.031386527645157e-05	2.620774626102649	1.1861957135583154	1.726278277879746	0.1948066036730311	0.5060776361804622	0.03894062960546153	0.2601751305410451	1.4736684401788884
sim_011	0.00042804988402722686	2.045498456437984	0.7123513513383469	32.63888226205242	0.1549912005521712	0.4639082122687315	0.10429451342209599	0.2768060737570013	1.7001495985348118
sim_012	0.00011346627248676931	2.427875119190443	2.493804458417962	0.5670292496540571	0.10889805060947431	0.0076492669939068015	0.18777344487410533	0.6956792375225135	1.1778079248623026
sim_013	4.605773599385458e-05	2.4425751025784983	0.2581150052519958	2.5969297949884904	0.4360663549985871	0.44673375267593296	0.08646549776713712	0.03073439455834285	2.728915355587015
sim_014	0.0029710527123341765	1.6798168363556933	1.807360072176782	0.6608837472592041	0.08769880315869215	0.8149428606833656	0.01809109845539906	0.07926723770254321	1.1435248014938695
sim_015	0.0005926864442294136	3.744145837792038	0.04526432702960237	0.23824568869929252	0.1614055321261604	0.34009691940238895	0.16183774721436553	0.3366598012570851	5.82395907323737
sim_016	0.00013165713709402472	3.245146008131657	0.11709710549687743	2.915787344555822	0.11262708660383679	0.1690544150462338	0.32164531308635963	0.3966731852635698	5.129785380182073
sim_017	6.890656131333116e-05	2.4353258291179753	1.5732461895159042	9.784729954760405	0.040109708103785544	0.5544974784990123	0.37624166815073784	0.02915114524646429	1.9218191211532294
sim_018	0.0008867493913203388	3.8922066915678286	0.37711175612083636	1.4540792629148425	0.07691831584261828	0.2834463025909313	0.28426305681789893	0.3553723247485514	4.175656635970985
sim_019	0.0012033292518949723	3.610856160115293	0.19656761549530063	1.6195112137508407	0.3877751718328545	0.1566032382929319	0.4268307643411541	0.028790825533059446	4.677440969791646
sim_020	0.0005512360703961385	3.3322796503443746	0.9158134871036685	25.12503417913382	0.14118638264519062	0.01586215860623628	0.05962787707759684	0.7833235816709762	2.6285881863520535
sim_021	0.002259561555537037	3.359198893925188	0.7092619893346542	34.04931378416661	0.632701198079309	0.021736278733229437	0.2577809483058331	0.08778157488162835	2.614162101312257
sim_022	0.0002609387620385052	2.0746443626252624	1.9774396883629815	3.617852427057124	0.4821185292783213	0.05268899892542459	0.17993519671462688	0.2852572750816273	1.3375644374166438
sim_023	0.0015395724338275094	3.0482295899546377	1.4367890232718459	4.4711353280676445	0.7044160988920095	0.03167942714834645	0.0675097015249213	0.1963947724347227	1.7207883337539525
sim_024	5.783794394896722e-05	8.42256989924639	0.4831987660073716	11.760556633964985	0.3295967441390165	0.4403621984417361	0.209625470537655	0.02041558688159238	5.454516674402467
sim_025	9.36842296302456e-05	6.38072448401841	0.05206301946662141	2.7426565709775304	0.22677357453879884	0.6190727616526208	0.1464299020370972	0.007723761771483297	12.005300689006154
sim_026	0.000346008802940255	2.229433180365301	0.3760671421193089	11.845899209106435	0.4222499864676523	0.30975430940371074	0.24958589280032586	0.018409811328310998	2.4187981679409156
sim_027	0.001395063828223333	2.808871020794423	0.6216655027331163	1.9992978690749588	0.758212596924577	0.006625899676862205	0.1679196585566614	0.06724184484189942	2.643900908640645
sim_028	0.0030223866768813836	2.9314149228686595	1.0366771131677035	1.1918116509077183	0.048807960300149694	0.17227382236812236	0.4207040594939358	0.3582141578377921	1.7269975231743657
sim_029	0.0011668625384112226	2.836236687842573	0.34556522076112745	2.51311418763285	0.39981726948780416	0.36178037754781384	0.23163664574761483	0.006765707216767031	4.284334563551913
sim_030	0.000577130811277345	2.370530563264657	1.3546824204883474	4.484059571340305	0.2091203167979285	0.3295150291261433	0.4258937172749902	0.035470936800937956	1.5328822430128637
sim_032	0.0003812833100773641	2.2777420131509323	0.27217508155147435	2.063411125843101	0.47837001765959286	0.22110749738776003	0.07340202560839659	0.2271204593442505	2.2628786434482437
sim_033	0.00023443393695070036	1.723705105075015	0.6178962820222434	12.29078692989232	0.017805640993650857	0.6209132687245581	0.2216594001580234	0.1396216901237677	1.8813529044613626
sim_035	0.0006155670867464684	1.6186326021303272	0.7084440667071592	2.811435448211105	0.056279218387809464	0.28545735906290515	0.398596747084342	0.25966667546494354	1.58665287663539
sim_036	0.0011795742634164957	3.3020911285567323	0.8197386909250988	1.4983139234973477	0.20453555077166438	0.4726659964069592	0.03393649650855174	0.2888619563128247	2.448556419711269
sim_037	0.0003466899433077645	2.8694408878659954	1.0610262631269445	16.282455490469687	0.45456057232038144	0.2610150542394576	0.1895185929443358	0.09490578049582524	1.530543263975784
