replicate	mu	alpha	n0	g	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_000	0.0003894551448350148	0.9468615835179807	6.082165444687756	2.2124898031824864	3.9163168959546955	0.022433679484912917	0.37238990346490014	0.2482225852500028	0.35695383180018403	1.5747348266406365
sim_001	0.0006453702842039751	1.6889383885854483	3.6230296308633863	1.9865221928663426	2.049537019599684	0.32536077095575205	0.39130819925622734	0.005662870462583409	0.2776681593254371	1.7458881897875236
sim_002	0.00030894902043903153	0.012283873689684916	2.7191118762535216	1.6403019959383862	0.7357173495807768	0.16060877919619665	0.06527499927001164	0.49129953207977245	0.2828166894540192	1.504203190850453
sim_004	0.0006525402834613577	0.17612798018172765	3.043190838777806	1.963470667143706	0.6344974756464704	0.08322331957134121	0.07632854055256932	0.15047674151858947	0.6899713983575	1.309184454965454
sim_005	0.0007994545791482641	2.7222358942215354	2.999169169474072	2.2237899400064856	0.4649054069667232	0.6364593129492134	0.2307468171917802	0.03234248806706917	0.10045138179193727	1.1765523947216485
sim_006	0.0005245457530883141	0.34414695632753606	2.7302814962045563	2.38783271425252	0.5980107065104873	0.30276129309327476	0.3737733707738919	0.3086165116425898	0.014848824490243514	1.3347880544270279
sim_007	0.0007612617355441261	2.3951180955326796	2.9787555260804446	1.9628027135439206	5.833752979008663	0.48857288264092924	0.12695240138509975	0.33029676577850575	0.0541779501954654	1.3834347203020128
sim_008	0.0006987896916439076	1.3516452803622796	4.443255620676985	2.061875191271977	5.629371462690623	0.031734685848432594	0.7209099355095022	0.02974792372808434	0.21760745491398079	1.21762310955408
sim_009	0.0005002433176744082	1.1207691924404546	1.971521071980072	2.162922275570582	0.47245282709545305	0.5595911984508048	0.25261314099696686	0.08989421316366625	0.09790144738856216	1.089890729981233
sim_010	0.0004252383951773564	0.33375490342157044	2.620774626102649	2.098665022685657	0.22350774684731833	0.43638984939679365	0.03357843594353979	0.2243485542860688	0.30568316037359766	1.2272425743741868
