replicate	mu	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_000	0.0011724217761711407	0.22686901850246863	0.2491227296758519	0.21394429085789396	0.09813957879648218	0.43879340066977196	2.3777466433325096
sim_001	0.0014080990688802308	9.246159583933768	0.004078474773238709	0.6211413699065795	0.27998702298704536	0.09479313233313645	1.5161839676818885
sim_002	0.00019759597446554096	9.507198406647031	0.11629057751628641	0.408458789755838	0.34587999181269713	0.12937064091517853	1.9395415267932186
sim_003	0.004144461200737579	0.37699281753140107	0.4012732924383262	0.19242951348817489	0.2868214015679039	0.11947579250559484	3.1149976809750592
sim_005	0.0008544222244334553	2.9047006307154892	0.4997635840601673	0.014058024021395502	0.1693035618012931	0.31687483011714396	2.8610636528566857
sim_006	0.00017391209462139888	6.899941822861037	0.10652356229205698	0.2209706954324212	0.5014922216257124	0.1710135206498094	2.3475196382375487
sim_007	0.002021092192896803	2.791827110056503	0.3468564060815904	0.24455740089579925	0.03491452382506772	0.3736716691975427	1.7527865145112471
sim_008	0.0003202313134007383	1.466225367960466	0.16550778666684787	0.08650745810249531	0.17045552565234962	0.5775292295783071	1.5025504469209043
sim_010	0.000390463564978978	34.54152322635523	0.1878806115016583	0.13251842835334038	0.5956302264371944	0.08397073370780704	1.6243126949068194
sim_011	0.0017892527186802512	2.74232741498806	0.06778929624556965	0.11036313368701282	0.59006700953776	0.2317805605296575	3.7423849397660027
sim_012	0.0016867764857429856	3.411381444665767	0.5158334436227603	0.09652290121562446	0.3125525963050927	0.0750910588565224	2.568743416670106
sim_013	8.637280223298286e-05	2.4798441881451594	0.2365246177373041	0.4148549118722923	0.1530894938283148	0.19553097656208873	1.7440334733431495
sim_014	0.0009450146085792097	2.8083377210275287	0.32795895943358455	0.09597738025094449	0.1250328756092902	0.45103078470618074	1.4574349209206412
sim_015	0.003110856376313062	0.982010135526844	0.6162109119010079	0.26182019708931303	0.10805689161906194	0.013911999390617227	2.8601643802044787
sim_016	0.001742802751327045	1.146315386856854	0.7625752568928943	0.08186277063713064	0.08275490023974275	0.07280707223023229	2.5120400299803243
sim_017	0.0008216706678216419	37.34422216531177	0.11829497332798634	0.21009125718098037	0.3278438427171275	0.3437699267739058	4.317180691675232
sim_018	0.0006076433409449009	0.11069235925587796	0.17591426136318133	0.29926058520107696	0.4640952584597207	0.06072989497602105	1.955015415387633
sim_019	2.906065889121152e-05	9.775535955298157	0.39905714427804917	0.36619369471649804	0.06987507866060866	0.16487408234484413	2.7679519745932533
sim_020	0.0017166090599170013	8.133812606197653	0.09129718207414854	0.23625355566304052	0.4058703954139699	0.266578866848841	3.7999762095651244
sim_021	0.0009045258342293956	0.16630422387900132	0.2658303094596629	0.33398162376781504	0.058324685268895844	0.34186338150362616	2.4243070628057555
sim_022	0.00028438544873811964	0.9351736965042574	0.20179681313052494	0.6984879450509186	0.015468728837254869	0.08424651298130162	3.3700789724882436
sim_023	0.0009379384210294514	1.2448615338996936	0.5831172741852242	0.26209390929507564	0.13596624902787574	0.018822567491824396	2.2505042735327376
sim_024	0.0011160142872550093	19.295101512674204	0.5552656664769623	0.15504389149710163	0.25629419866221265	0.033396243363723516	4.817698050550376
sim_025	0.0022384268021977075	4.442473415973189	0.4065778568943099	0.2160258180808036	0.08402049043618698	0.29337583458869954	2.062485075451202
sim_026	0.0005264782774152397	1.3878477040274295	0.6314767070011126	0.2154208134749391	0.038186109602198065	0.11491636992175017	2.5454632850462153
sim_027	0.0007310271343838478	1.1655168028629403	0.03121344986085761	0.2596674477008571	0.3945660486509661	0.31455305378731924	2.270046625376545
sim_028	0.000861749290922586	67.04223132501306	0.20875447135140232	0.2189749079241116	0.0649758104422033	0.5072948102822827	4.340992639144876
sim_029	0.0013105647281829544	1.0956354332859377	0.09697094410670164	0.18992101167444161	0.5026827417185271	0.2104253025003296	3.1586797946218024
sim_030	0.0006224848132949316	7.418911667954322	0.4094576524028242	0.16693051796388944	0.27277471843189	0.15083711120139645	3.172356485846853
sim_032	0.00034716618646961583	2.622581742714525	0.24730044053570494	0.3078727596324706	0.05585824091762607	0.38896855891419824	2.726095034541852
sim_033	0.0010045932972611046	6.166223570224211	0.49002383488893186	0.07538822653733936	0.2639071580987309	0.17068078047499807	2.005980041575686
sim_035	2.696768034581862e-05	3.5017445811138495	0.10827206310548053	0.15354462309204217	0.6798674131292708	0.0583159006732065	2.163955317869555
sim_036	0.0012150031905637396	4.075690601854401	0.23511203747849535	0.2525594737760818	0.05762776218880814	0.45470072655661475	2.1235047534181706
